shard_name,split,path,file_size_bytes,header_bytes,token_dtype,token_count,min_token,max_token,mean_token,std_token,unique_token_count,unique_token_ratio,sample_window_size,sample_count,preview_1,preview_2,top_token_1_id,top_token_1_freq,top_token_2_id,top_token_2_freq,top_token_3_id,top_token_3_freq,mean_decoded_chars,mean_decoded_words,mean_unique_words,mean_unique_word_ratio,mean_ascii_ratio,mean_whitespace_ratio,mean_digit_ratio,mean_punctuation_ratio,mean_non_printable_ratio,mean_url_hits,mean_html_hits,mean_repeated_char_hits,mean_line_count,mean_avg_line_length,score_diversity,score_noise,score_clean_prose,score_priority,rank_score_diversity_desc,rank_score_noise_desc,rank_score_clean_prose_desc,rank_score_priority_desc,rank_mean_unique_word_ratio_desc,rank_mean_unique_words_desc,rank_mean_ascii_ratio_desc,rank_unique_token_count_desc,rank_std_token_desc,rank_mean_url_hits_asc,rank_mean_html_hits_asc,rank_mean_repeated_char_hits_asc,rank_mean_non_printable_ratio_asc,rank_mean_digit_ratio_asc
fineweb_train_000035.bin,train,/Users/kurtisstuckert/parameter-golf/data/datasets/fineweb10B_sp1024/fineweb_train_000035.bin,200001024,1024,uint16,100000000,1,1023,558.52800086,276.13570959340234,887,8.87e-06,256,32,"hear our hollering and row across and fetch us. Of the three diminished families still living on the island, not one of them had a phone. Once we’d finally enticed Johnny to row across in his black Curragh and rescue us, we would walk the h","operation, and activities conducted including the donation or sale of by-products for use as animal food. We will continue to update this portal to ensure Western Growers’ members have access to the latest information on FSMA. In addition, ",960,0.02127124,962,0.0209437,267,0.01869952,623.5625,109.09375,77.8125,0.7199659885584332,0.9972892303899895,0.1691601475859769,0.013735319213697127,0.030454954664867147,0.0,0.0,0.0,0.0,1.0,623.5625,0.08305548182654679,-0.2737827336645602,0.15793344500356052,0.22006231835650042,40.0,47.0,32.0,27.0,39.0,29.0,35.0,8.0,61.0,1.0,1.0,1.0,1.0,69.0
fineweb_train_000014.bin,train,/Users/kurtisstuckert/parameter-golf/data/datasets/fineweb10B_sp1024/fineweb_train_000014.bin,200001024,1024,uint16,100000000,1,1023,559.72972986,276.82337615774327,886,8.86e-06,256,32,act us at email@example.com for one of our friendly team members to help you out :) We'd love to hear from you!Nesquik Chocolate Cake This Nesquik Chocolate Cake recipe comes from an old church cookbook from the 1960’s. The cake itself is a,"of tourneying is in a charter of Osbert of Arden, a Warwickshire knight of English descent, which reveals that he travelled to Northampton and London but also crossed the Channel to join in events in France. The charter dates to the late 11",960,0.02129967,962,0.02082952,267,0.01874584,616.65625,105.71875,76.90625,0.7303819817959115,0.9969993776616329,0.165987737923678,0.01158610688735144,0.0302333277240649,0.0,0.0625,0.0,0.0,1.0,616.65625,0.47650696780978175,0.2083835535698841,0.11443562759717689,0.20443348694338964,18.0,21.0,37.0,28.0,17.0,45.0,44.0,31.0,10.0,63.0,1.0,1.0,1.0,51.0
fineweb_train_000072.bin,train,/Users/kurtisstuckert/parameter-golf/data/datasets/fineweb10B_sp1024/fineweb_train_000072.bin,200001024,1024,uint16,100000000,1,1023,559.48995999,276.6231431717133,886,8.86e-06,256,32,oderma pigmentosum (XP) and Cockayne syndrome (CS) are quite distinct genetic disorders that are associated with defects in excision repair of UV-induced DNA damage... - Repair of oxidatively generated DNA damage in Cockayne syndromeAndriy ,ult of the GONG project.Project Participants The GOAT project is funded by the Department of Trade and Industry (DTI) and the Engineering and Physical Sciences Research Council (EPSRC) as part of the UK e-Science programme. Last modified 4 ,960,0.02126035,962,0.02088985,267,0.01852866,607.15625,105.03125,76.25,0.7297081472943195,0.9976101877499699,0.16617264041796082,0.013283897028057729,0.031460386171502715,0.0,0.03125,0.0,0.0,1.0,607.15625,0.279026884029834,-0.016499417071182562,0.1274123936148298,0.2014137102764956,28.0,30.0,35.0,29.0,21.0,60.0,21.0,31.0,23.0,50.0,1.0,1.0,1.0,66.0
fineweb_train_000006.bin,train,/Users/kurtisstuckert/parameter-golf/data/datasets/fineweb10B_sp1024/fineweb_train_000006.bin,200001024,1024,uint16,100000000,1,1023,558.4701766,276.06146708964076,886,8.86e-06,256,32,"ast. The crystal clear ocean waters make for a perfect setting with a backdrop of fragrant pine scrub for a peaceful hideout. With its diverse landscape and varying altitudes, it’s also great for people that enjoy trekking. How to Prepare f","ented for each tissue, reporting any change in expression of protein or mRNA with gestational age, comparing the relative level of mRNA expression of the isotypes, and comparing mRNA expression in the fetal organ to that observed in the hum",960,0.02118264,962,0.02094667,267,0.01890706,624.3125,110.5,78.84375,0.7161881379022598,0.9968539116887682,0.17006074131165308,0.011303529891230095,0.028136164218392948,0.0,0.0,0.0,0.0,1.0,624.3125,-0.10011924841090104,-0.33699906958747705,0.22225289594615197,0.19513510534109507,45.0,55.0,28.0,30.0,51.0,16.0,50.0,31.0,71.0,1.0,1.0,1.0,1.0,47.0
fineweb_train_000063.bin,train,/Users/kurtisstuckert/parameter-golf/data/datasets/fineweb10B_sp1024/fineweb_train_000063.bin,200001024,1024,uint16,100000000,1,1023,559.08569718,276.44222659603463,888,8.88e-06,256,32,"us on BBB Impermeability and Receptor-mediated Transport Institutions: VECT-HORUS SAS, CNRS, NICN UMR 7259. The blood brain barrier (BBB) specifically regulates molecular and cellular flux between the blood and the nervous tissue. Our aim w","s. 268 pages. “A well-illustrated and comprehensive book on the training of mules and donkeys by an exceptionally well-qualified author.” — Dr. Robert Miller, DVM “I cannot recommend this book too highly, it is an excellent piece of work an",960,0.02133202,962,0.02070226,267,0.01866267,631.75,109.46875,77.96875,0.7159734735056248,0.9976170188639251,0.1685090150766774,0.008840854848279515,0.03040212086856747,0.0,0.0,0.03125,0.03125,1.0,631.75,0.2615942819315231,0.09729980011838692,0.1566158307036235,0.16980120371474292,29.0,28.0,33.0,31.0,53.0,28.0,20.0,1.0,39.0,1.0,74.0,64.0,1.0,24.0
fineweb_train_000028.bin,train,/Users/kurtisstuckert/parameter-golf/data/datasets/fineweb10B_sp1024/fineweb_train_000028.bin,200001024,1024,uint16,100000000,1,1023,558.37436214,276.0843978318734,886,8.86e-06,256,32,eserve Stream Hike July 13 Poli Poli Forest Trails August 10 Iao Table Lands Trail September 14 Kapalua Coastal Trail October 12 Special Pride Hike: LA PEROUSE! November 9 Kahakuloa Ridge Hike December 14 Waihe’e Coastal Land Trust Hike + H,"der in which their status is reported is unspecified. As described in Status Information, the waitid() function consumes the status information it obtains unless the WNOWAIT flag is set in the options argument. The behavior when multiple th",960,0.02127538,962,0.02080439,267,0.01857973,624.75,107.0,76.4375,0.7231384481419668,0.9974646781555111,0.1651943373396604,0.00960113591931823,0.029662229130892715,0.0,0.0,0.0,0.0,1.0,624.75,-0.16299762283806846,-0.381254181741827,0.19776691672703073,0.16886183753237555,49.0,61.0,30.0,32.0,32.0,57.0,28.0,31.0,67.0,1.0,1.0,1.0,1.0,34.0
fineweb_train_000051.bin,train,/Users/kurtisstuckert/parameter-golf/data/datasets/fineweb10B_sp1024/fineweb_train_000051.bin,200001024,1024,uint16,100000000,1,1023,558.52159069,276.1359011472831,886,8.86e-06,256,32,"- that were of olive-drab colour or camouflage colour for which 22 we could assume that they were transporting ammunition and other explosive 24 Q. Thank you. I have another two questions, witness. The first 25 question is as follows: Did y","the URL. - No registration obligatory, registering will give additional features. Check out QR Jumps @ www.qrjumps.comSkin Specialist & Dermatologist Dr. Niteen Vishwanath Dhepe MD is the Medical Director of Skin City. He also heads the Ski",960,0.0212509,962,0.02062316,267,0.0186275,626.46875,109.28125,78.1875,0.7251314539871637,0.9969134732253871,0.1687283039007754,0.010498364288213706,0.03248368599515136,0.0,0.03125,0.0,0.03125,1.0,626.46875,0.15118360642591291,0.12415674633269463,0.2584462904721251,0.1667232214348865,36.0,27.0,23.0,33.0,28.0,22.0,47.0,31.0,60.0,50.0,1.0,64.0,1.0,40.0
fineweb_train_000020.bin,train,/Users/kurtisstuckert/parameter-golf/data/datasets/fineweb10B_sp1024/fineweb_train_000020.bin,200001024,1024,uint16,100000000,1,1023,559.88095168,276.6977794028306,886,8.86e-06,256,32,"8 and 39% of reported annual individual and household income, respectively . In the midst of increasing momentum toward Universal Health Coverage (UHC), providing financial risk protection for TB patients and their families is now of great ","piece of furniture with shelves, drawer used for storing items cutting board - a board used as a firm surface for cutting food pan - a broad, shallow container of metal used for cooking I got this to work. I used fgets to read the file unti",960,0.02132121,962,0.02097833,267,0.01882888,633.375,108.5625,78.0,0.7226126304290499,0.9969914230290192,0.165557169676024,0.009245776856348557,0.03055228113120428,0.0,0.0625,0.0,0.0,1.0,633.375,0.29744509384991236,0.14754477611350586,0.14102789197605187,0.15977496117956205,26.0,26.0,34.0,34.0,33.0,27.0,45.0,31.0,18.0,63.0,1.0,1.0,1.0,30.0
fineweb_train_000037.bin,train,/Users/kurtisstuckert/parameter-golf/data/datasets/fineweb10B_sp1024/fineweb_train_000037.bin,200001024,1024,uint16,100000000,1,1023,560.16450449,276.81981155008174,886,8.86e-06,256,32,"maintain independent living in elderly people: A systematic review and meta-analysis. Lancet. 2008, 371 (9614): 725-735. 10.1016/S0140-6736(08)60342-6. Asplund K, Gustafson Y, Jacobsson C, Bucht G, Wahlin A, Peterson J, et al: Geriatric-bas",causing countries in Europe to impose a second wave of lockdowns to slow the spread of the virus. Fuel demand around the world is down due to lockdowns and travel restrictions caused by the pandemic. Saudi Arabia has consistently stated tha,960,0.02140176,962,0.02095163,267,0.01877722,630.09375,109.0,78.125,0.7224092022101528,0.9967710740703946,0.1667965655693879,0.012409796429704975,0.032019460562891365,0.0,0.0625,0.0,0.0,1.0,630.09375,0.36196869456466135,0.22979603133863652,0.05073979932517127,0.11036419121441904,23.0,20.0,41.0,35.0,34.0,23.0,51.0,31.0,11.0,63.0,1.0,1.0,1.0,57.0
fineweb_train_000011.bin,train,/Users/kurtisstuckert/parameter-golf/data/datasets/fineweb10B_sp1024/fineweb_train_000011.bin,200001024,1024,uint16,100000000,1,1023,558.45659645,275.9778092208717,886,8.86e-06,256,32,"ings I really can't share, I've made some more Turning Four-T blocks. I can't remember if I told you that I really want to make the quilt bigger and replace a couple of blocks I'm not super happy with. This necessitates a further 27 blocks ",2018 Latest Topics for Sony Digital Cameras alam nyo po ba kug paano linisan ang battery terminal nitong Sony Cybershot DSC-W800? may nakapagsabi kasing maaring hindi ngcharge ag aking camera dahil sira ang battery terminal nito. - Last upd,960,0.02128799,962,0.02091665,267,0.01864079,620.8125,108.375,78.5625,0.7302027176843321,0.9972253380257539,0.16836852978308714,0.010470645883421342,0.03150233340481765,0.0,0.09375,0.0,0.0,1.0,620.8125,0.298221361019889,0.44840464246323425,0.23717038799299292,0.10770170099296417,25.0,14.0,25.0,36.0,18.0,18.0,36.0,31.0,75.0,74.0,1.0,1.0,1.0,38.0
fineweb_train_000045.bin,train,/Users/kurtisstuckert/parameter-golf/data/datasets/fineweb10B_sp1024/fineweb_train_000045.bin,200001024,1024,uint16,100000000,1,1023,560.49754227,277.1210496739639,887,8.87e-06,256,32,"there is no reason to label it family photos. If I'm doing a shoot for a client however I'm going to want to be able to find these photos quickly, even without the APE keyword tags. Redundancy is a good thing. After you have gone through th","ers, and this has created an economic and demographic magnet. What does Baltimore offer today in the way of good jobs? Also, Greenville enjoys incomes above state average. Yet it’s not our less-than-stellar population causing Baltimore’s de",960,0.02133602,962,0.02092048,267,0.0186412,632.34375,109.3125,77.5625,0.718189646012491,0.9968566578506147,0.1666993604766989,0.008152801072346434,0.029550131270944628,0.0,0.0625,0.0,0.03125,1.0,632.34375,0.4386088727220038,0.33220033045994346,0.031507935950423324,0.09843324183665432,19.0,19.0,43.0,37.0,43.0,33.0,49.0,8.0,2.0,63.0,1.0,64.0,1.0,17.0
fineweb_train_000064.bin,train,/Users/kurtisstuckert/parameter-golf/data/datasets/fineweb10B_sp1024/fineweb_train_000064.bin,200001024,1024,uint16,100000000,1,1023,558.72772354,276.11596540386677,884,8.84e-06,256,32,"to which it leads (Heb 2.9; 5.9). Redemptive merit is not understood according to the law of do ut des, but (cf. Saint Thomas, De ver. 29.7) as the physical and moral disposition to receive the gift of God. The death was total submission (P","organization. First of all, it is said that it is a government institution, so everyone knows that government job opportunities. Ordinary people have always been attracted to government jobs. What kind of benefit of Bureau of Educational In",960,0.02124416,962,0.02088226,267,0.01863407,609.0,102.125,74.40625,0.7319551262884311,0.9982146231610061,0.1613076433915556,0.009222449565575342,0.029180869734647875,0.0,0.0,0.0,0.0,1.0,609.0,-0.4190342245714612,-0.39109844066938443,0.22289102605472702,0.07090911750722688,63.0,63.0,27.0,38.0,13.0,72.0,3.0,76.0,64.0,1.0,1.0,1.0,1.0,29.0
fineweb_train_000058.bin,train,/Users/kurtisstuckert/parameter-golf/data/datasets/fineweb10B_sp1024/fineweb_train_000058.bin,200001024,1024,uint16,100000000,1,1023,559.01398314,276.41211104362236,886,8.86e-06,256,32,"adler TJ, Whittaker LW, Pober JS: Interferon-gamma induces prolyl hydroxylase (PHD)3 through a STAT1-dependent mechanism in human endothelial cells. Arterioscler Thromb Vasc Biol. 2009, 29: 1363-1369. 10.1161/ATVBAHA.109.192542.PubMedPubMed","important step in the right direction. Anthropologist Peter Frost devoted several paragraphs of his year-end science round-up to the minimum wage issue, strongly endorsing a higher figure and accusing conservative opponents of being shills ",960,0.02125615,962,0.02084841,267,0.01854327,624.34375,109.28125,77.6875,0.7168963356294223,0.9967023744057358,0.16782889059359407,0.008613872338486513,0.032550176611326136,0.0,0.03125,0.0,0.0,1.0,624.34375,-0.06481653102719191,-0.13790049685088535,0.08585341333397138,0.06631711226925777,43.0,39.0,40.0,39.0,48.0,32.0,53.0,31.0,41.0,50.0,1.0,1.0,1.0,21.0
fineweb_train_000042.bin,train,/Users/kurtisstuckert/parameter-golf/data/datasets/fineweb10B_sp1024/fineweb_train_000042.bin,200001024,1024,uint16,100000000,1,1023,559.31098585,276.37249807633015,886,8.86e-06,256,32,"igwigs: see Haig, Douglas). I don't really know that much about Jim DeMint, but if he is really trying to reform things and the atricle is correct in noting: ...Senate Republicans doubt his fiery tactics can lead their party out of the poli",does not include the 18% VAT. 1 month in advance – 20% (deposit) 15 days to 1 month – 75% Less than 14 days – 100% To use same border as Rack and STO Rates on all text boxes to bring uniformityThe OGHA's house league (HL) concept is designe,960,0.02131228,962,0.02081834,267,0.01872283,631.15625,110.53125,79.09375,0.7204710989614106,0.9970498926837292,0.16656110938321794,0.019896739903668175,0.03399929262067194,0.0,0.03125,0.0,0.0,1.0,631.15625,0.21736979210835897,0.1554067973232286,0.03006002307725617,0.05995704007812243,33.0,24.0,44.0,40.0,37.0,15.0,41.0,31.0,42.0,50.0,1.0,1.0,1.0,77.0
fineweb_train_000031.bin,train,/Users/kurtisstuckert/parameter-golf/data/datasets/fineweb10B_sp1024/fineweb_train_000031.bin,200001024,1024,uint16,100000000,1,1023,559.47665927,276.58822085535445,884,8.84e-06,256,32,"and fresh air made this an attractive place to visit. Other facilities were built around the palace, such as the Casón del Buen Retiro, the Salón de Reinos and the garden area, all of which still stand today. The large garden area was devel","often. I don’t know how, or when; but I’m going to try.[CentOS] Re: Logwatch doesn ́t report on dovecot centos at rc0.at Wed Aug 27 10:44:25 UTC 2008 Am Mittwoch, den 27.08.2008, 11:03 +0200 schrieb Ralph Angenendt: > henry ritzlmayr wrote:",960,0.02131228,962,0.02089379,267,0.01852577,628.3125,107.59375,77.0,0.721081523425162,0.9973687557049066,0.1641954861531324,0.013111946218404925,0.03259288793049959,0.0,0.0,0.0,0.0,1.0,628.3125,-0.23957928738806333,-0.28998782031067155,0.11809550224755351,0.05863758402026098,52.0,50.0,36.0,41.0,36.0,44.0,33.0,76.0,26.0,1.0,1.0,1.0,1.0,64.0
fineweb_train_000039.bin,train,/Users/kurtisstuckert/parameter-golf/data/datasets/fineweb10B_sp1024/fineweb_train_000039.bin,200001024,1024,uint16,100000000,1,1023,559.23941178,276.45119203808764,887,8.87e-06,256,32,were female. The majority of the group had secondary progressive MS (53%) and 75% used a walking aid. There was a total of 539 falls recorded over the 3 month period from 38 participants. 58% of the fallers were multiple fallers. There was ,"09-24 16:41:19. If you are just going to be drinking coffee or tea from your cup, pretty much any spout will do. But if you if you are going to drink anything other than a normal beverage, such as soup, the type of spout can be important. M",960,0.02130086,962,0.02086245,267,0.01866911,605.4375,107.28125,77.34375,0.7257669633747578,0.9945898978360124,0.16778935087388047,0.011399913004485687,0.04011915936816108,0.0,0.0625,0.0,0.0,1.0,605.4375,0.3618686334069666,0.20354329255825482,-0.1083715887564393,0.03199635882170418,24.0,22.0,49.0,42.0,26.0,37.0,73.0,8.0,38.0,63.0,1.0,1.0,1.0,49.0
fineweb_train_000060.bin,train,/Users/kurtisstuckert/parameter-golf/data/datasets/fineweb10B_sp1024/fineweb_train_000060.bin,200001024,1024,uint16,100000000,1,1023,559.63547578,276.5217994761951,886,8.86e-06,256,32,". Wood strip flooring is one of the oldest types of flooring still popular in the modern age. It consists of wood strips, usually interlocking, which are either nailed or glued to the sub-floor. Often the strips will be prefinished, requiri",ually log in; there should not be several people at one PC/camera station. This is in part due to the aforementioned reasons and also ensures that everybody is on equal footing. Tip 10: Look into the camera when speaking Whenever we have co,960,0.02132751,962,0.0208861,267,0.01870498,635.90625,114.0,79.34375,0.6990291332743125,0.9977267851083774,0.1737874789819859,0.008233280187483488,0.026565842152426952,0.0,0.0,0.0,0.0,1.0,635.90625,-0.40544971101871174,-0.4168127009930047,0.09932028408169695,0.01805823163406467,62.0,67.0,38.0,43.0,74.0,12.0,17.0,31.0,34.0,1.0,1.0,1.0,1.0,20.0
fineweb_train_000066.bin,train,/Users/kurtisstuckert/parameter-golf/data/datasets/fineweb10B_sp1024/fineweb_train_000066.bin,200001024,1024,uint16,100000000,1,1023,558.31772715,276.1269220436648,885,8.85e-06,256,32,to be withheld and paid - Date on which to make the payment to the ATO - Market value where there’s non-monetary consideration - Any other matters specified in the regulations e.g. GST grouping details. Obligations for buyers The buyer has ,cone crusher for sale in the usgrinder machine manufacturers in delhigrinding machine manufacturers in delhi ncr pulverizer manufacturer in bangalore SBM crusher for sale ... Posts Related to pulverizer manufacturer in bangalore pulveriser ,960,0.0212078,962,0.02076056,267,0.01863599,619.375,107.1875,76.84375,0.7215997273528706,0.9963977921252728,0.16682710545480672,0.013267115380103963,0.030825463992436162,0.0,0.0,0.0,0.0,1.0,619.375,-0.2975744297424253,-0.2859540720907014,0.03284489142076427,-0.015759877870925545,56.0,49.0,42.0,44.0,35.0,48.0,59.0,67.0,63.0,1.0,1.0,1.0,1.0,65.0
fineweb_train_000003.bin,train,/Users/kurtisstuckert/parameter-golf/data/datasets/fineweb10B_sp1024/fineweb_train_000003.bin,200001024,1024,uint16,100000000,1,1023,558.45708238,276.08073729892476,886,8.86e-06,256,32,"/overrun vulnerabilities in Microsoft Office, Microsoft Excel, Microsoft Outlook, and Vector Markup Language. This ""out of the box"" protection is provided without the need for security content updates for either product. The McAfee Vulnerab","I’m hoping that happens for us. In my opinion, we’re going into the best month of motorsports in the world; everyone knows what happens in the month of May and that would be a great place to get our first win of the season.” Max Chilton (#1",960,0.0212726,962,0.02074067,267,0.01873648,636.0,109.125,77.71875,0.713633791657284,0.9970590015976725,0.16683840398918104,0.007388776374768731,0.03137275660650738,0.0,0.03125,0.0,0.0,1.0,636.0,-0.3212137059029211,-0.16974786013382975,0.0873433916968461,-0.03709555117620874,57.0,41.0,39.0,45.0,56.0,31.0,40.0,31.0,68.0,50.0,1.0,1.0,1.0,13.0
fineweb_train_000049.bin,train,/Users/kurtisstuckert/parameter-golf/data/datasets/fineweb10B_sp1024/fineweb_train_000049.bin,200001024,1024,uint16,100000000,1,1023,559.48867808,276.5614594434556,886,8.86e-06,256,32,"see some amazing sights. Home to some of the finest Roman sites and ruins on the globe, a holiday to Tunisia is a chance to witness the amazing medinas of Tunis and Sousse and the ruins of the Punic town of Kerkouane. More proof of the coun","sourced from the pristine ocean waters off the coast of Tasmania, where they swim against the tides in state of the art sea pens. They are processed by our partners into perfectly portioned packs in the weight ranges our customers prefer. Y",960,0.02132708,962,0.02087873,267,0.01867888,616.125,107.34375,76.59375,0.714973697603092,0.9975428281664008,0.16713624035760488,0.014950759349504508,0.029751361981151577,0.0,0.0,0.0,0.0,1.0,616.125,-0.20157243067671504,-0.24218638146023114,-0.0721483078827515,-0.0456239296289542,50.0,44.0,47.0,46.0,54.0,55.0,25.0,31.0,31.0,1.0,1.0,1.0,1.0,71.0
fineweb_train_000025.bin,train,/Users/kurtisstuckert/parameter-golf/data/datasets/fineweb10B_sp1024/fineweb_train_000025.bin,200001024,1024,uint16,100000000,1,1023,558.8254017,276.34800154141453,886,8.86e-06,256,32,"this is definitely a very worthy read. Basically? It’s a wonderful read. If you’ve read Stray Souls, save a space on your shelf for this one, because it’s one of the best I’ve read this year.At the beginning of a clinical trial, the researc","ies cannot simply be delegated to a third party – there is no ability to 'hire and forget' when it comes to managing health and safety. Finally, while the HSE's press release concerned a prosecution made under the HSWA, failures with respec",960,0.02123891,962,0.02082436,267,0.01860391,622.46875,108.125,76.875,0.7164742950750694,0.995112321536569,0.1673047006637981,0.012164538244571537,0.036708367763624815,0.0,0.0,0.0,0.0,1.0,622.46875,-0.21197692261614617,-0.3146164590568693,-0.13047137674755857,-0.05703311171851877,51.0,54.0,51.0,47.0,49.0,47.0,71.0,31.0,45.0,1.0,1.0,1.0,1.0,55.0
fineweb_train_000000.bin,train,/Users/kurtisstuckert/parameter-golf/data/datasets/fineweb10B_sp1024/fineweb_train_000000.bin,200001024,1024,uint16,100000000,1,1023,559.80125399,276.64587655573956,886,8.86e-06,256,32,The Coffee Legends of Kaldi & Omar the Dervish Coffee evolution started as coffee legends. Among the stories created on coffee discovery the most known are the Ethiopian legend of Kaldi and the Arabian version of Omar the Dervish. Myths or ,"kids can start the school year with their new peers. So, if you have to move this summer, here are some tips to help you make the transition as easy as possible. Plan Ahead for Your Moving Day: As soon as you're sure that you are moving, st",960,0.02137051,962,0.02076197,267,0.01865056,635.375,113.125,78.40625,0.6986859112344396,0.9962883668948016,0.1719214681565475,0.007107311272891482,0.029388874478465925,0.0,0.0,0.0,0.0,1.0,635.375,-0.48048830570151035,-0.44608317622948573,-0.08470412722761528,-0.10667789586054804,65.0,72.0,48.0,48.0,75.0,19.0,61.0,31.0,21.0,1.0,1.0,1.0,1.0,11.0
fineweb_train_000029.bin,train,/Users/kurtisstuckert/parameter-golf/data/datasets/fineweb10B_sp1024/fineweb_train_000029.bin,200001024,1024,uint16,100000000,1,1023,559.19580213,276.52931185047254,886,8.86e-06,256,32,"es everyone should experience all 16, 777, 216 hues of beautiful colour that surrounds us every day. Wear Maui Jim and you’ll see the world in all its glory. You can add your Maui Jim lenses to your Maui Jim sunglasses for the complete pack","iet. Bone Broth supports a healthy digestive system, a healthy immune system, joint and coat health and general health and well-being and is of course delicious. No added preservatives, artificial colours or flavours, non-GMO, grain-free. O",960,0.02126703,962,0.02102556,267,0.01885892,640.28125,112.8125,78.34375,0.7008201638065815,0.9970222642357377,0.16927520420129805,0.009451066279538017,0.02975266942000025,0.0,0.0,0.0,0.0,1.0,640.28125,-0.46947747582607763,-0.385155363753167,-0.05541980254885914,-0.106941378209999,64.0,62.0,45.0,49.0,72.0,20.0,42.0,31.0,33.0,1.0,1.0,1.0,1.0,32.0
fineweb_train_000079.bin,train,/Users/kurtisstuckert/parameter-golf/data/datasets/fineweb10B_sp1024/fineweb_train_000079.bin,200001024,1024,uint16,100000000,1,1023,559.38022858,276.57804158755437,886,8.86e-06,256,32,uthor: Katherine Freedman.The Worcester County Death Records Search (Massachusetts) links below open in a new window and download pdf you to third party websites that provide access to Worcester County public records. Editors frequently mon,"this point to O&Z readers (his previous guest posts are here, here, and here), and he weighs in again today to look at the foreign policy angle to the talks between the Turkish government and imprisoned PKK leader Abdullah Ocalan, and to po",960,0.02134258,962,0.02096526,267,0.01866555,618.96875,108.25,76.6875,0.7129056119370172,0.9976717610156246,0.16843668732437214,0.017332806042278714,0.03023124792143739,0.0,0.0,0.0,0.0,1.0,618.96875,-0.2517537975238931,-0.18026314554367537,-0.1532523119393188,-0.13448587951209084,53.0,42.0,53.0,50.0,58.0,51.0,19.0,31.0,29.0,1.0,1.0,1.0,1.0,74.0
fineweb_train_000055.bin,train,/Users/kurtisstuckert/parameter-golf/data/datasets/fineweb10B_sp1024/fineweb_train_000055.bin,200001024,1024,uint16,100000000,1,1023,558.10836419,275.97008930688907,887,8.87e-06,256,32,"avis, his cabinet and military escort dined here on their flight from Richmond. Listed in the National Register June 24, 1971.” [Courtesy of the S.C. Dept. of Archives and History] “In Lower Union county, on a commanding site overlooking th","heart, you will definitely find them. and it won t be bad. It is just a record. It is different from the current profit making public accounts. This man in cbd gummies for sleep for kids their family really didn t care about his father sinc",960,0.02116343,962,0.02080437,267,0.01853418,587.875,100.78125,74.6875,0.7504621871227501,0.9986283339487445,0.16224757331879286,0.025022970591453645,0.03982688992375589,0.0,0.125,0.0,0.0,1.0,587.875,0.6361718977113389,1.0957225294734863,-0.13938820837695373,-0.17388904595294224,14.0,3.0,52.0,51.0,1.0,71.0,1.0,8.0,76.0,79.0,1.0,1.0,1.0,80.0
fineweb_train_000009.bin,train,/Users/kurtisstuckert/parameter-golf/data/datasets/fineweb10B_sp1024/fineweb_train_000009.bin,200001024,1024,uint16,100000000,1,1023,560.64749868,277.04972052023334,887,8.87e-06,256,32,"ready had a character history attached. I decided to group them according to character. The first two characters were introduced in 2001/2002. Veronique was the first FR doll I ever owned, which I purchased in 2004; she was Flame Rouge. Rel","based on the love obsession of Adele Hugo. Concept, music, electronics, text: Cinzia NIstico Voice: Anat Spiegel Visuals: Esther Urlus Part of the program “Shifting Images” for clarinet, electronics and photosequences. All sounds in the ele",960,0.02143118,962,0.02106874,267,0.01878727,621.8125,105.40625,74.34375,0.7103844170266705,0.9963803618016167,0.16578293868312224,0.009725154424253942,0.030959719546973057,0.0,0.0,0.0,0.0,1.0,621.8125,-0.26813004005874047,-0.37803022011149945,-0.34197347729071925,-0.17643335349730402,55.0,60.0,65.0,52.0,64.0,73.0,60.0,8.0,4.0,1.0,1.0,1.0,1.0,36.0
fineweb_train_000062.bin,train,/Users/kurtisstuckert/parameter-golf/data/datasets/fineweb10B_sp1024/fineweb_train_000062.bin,200001024,1024,uint16,100000000,1,1023,559.44088498,276.65089527394343,887,8.87e-06,256,32,"abels for cigarettes that include images of corpses, cancer patients, and diseased lungs and teeth will help snuff out tobacco use.More in Outdoors Nearly 50 percent of the price of landscaping projects go to the cost of labor. For a crew o","ows 7 does nothing to replace or modify that advancement. Anything that runs on Windows Vista should run on Windows 7, and early indications are that performance will be similar between the two operating systems. There is nothing in Windows",960,0.02130777,962,0.02073115,267,0.0185734,629.9375,108.84375,75.9375,0.7024236345718617,0.9978430262803023,0.16688162768449433,0.008823989230126904,0.02565950039980056,0.0,0.0,0.0,0.0,1.0,629.9375,-0.5137966928260838,-0.4014567402905508,-0.1917499494297196,-0.19616112485639073,66.0,66.0,57.0,53.0,71.0,64.0,16.0,8.0,20.0,1.0,1.0,1.0,1.0,22.0
